<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
NVTK,60,20160606,120000,660.7000000
NVTK,60,20160606,130000,661.0000000
NVTK,60,20160606,140000,663.1000000
NVTK,60,20160606,150000,660.5000000
NVTK,60,20160606,160000,658.3000000
NVTK,60,20160606,170000,658.7000000
NVTK,60,20160606,180000,654.2000000
NVTK,60,20160606,190000,651.1000000
NVTK,60,20160607,110000,655.4000000
NVTK,60,20160607,120000,655.6000000
NVTK,60,20160607,130000,654.0000000
NVTK,60,20160607,140000,658.0000000
NVTK,60,20160607,150000,667.0000000
NVTK,60,20160607,160000,676.7000000
NVTK,60,20160607,170000,676.2000000
NVTK,60,20160607,180000,669.8000000
NVTK,60,20160607,190000,673.9000000
NVTK,60,20160608,110000,677.0000000
NVTK,60,20160608,120000,676.8000000
NVTK,60,20160608,130000,676.5000000
NVTK,60,20160608,140000,677.2000000
NVTK,60,20160608,150000,670.6000000
NVTK,60,20160608,160000,664.7000000
NVTK,60,20160608,170000,666.4000000
NVTK,60,20160608,180000,667.2000000
NVTK,60,20160608,190000,665.9000000
NVTK,60,20160609,110000,666.7000000
NVTK,60,20160609,120000,674.6000000
NVTK,60,20160609,130000,680.3000000
NVTK,60,20160609,140000,677.3000000
NVTK,60,20160609,150000,678.5000000
NVTK,60,20160609,160000,679.2000000
NVTK,60,20160609,170000,679.2000000
NVTK,60,20160609,180000,679.5000000
NVTK,60,20160609,190000,680.0000000
NVTK,60,20160610,110000,674.2000000
NVTK,60,20160610,120000,675.0000000
NVTK,60,20160610,130000,673.4000000
NVTK,60,20160610,140000,668.9000000
NVTK,60,20160610,150000,664.7000000
NVTK,60,20160610,160000,666.3000000
NVTK,60,20160610,170000,667.2000000
NVTK,60,20160610,180000,661.1000000
NVTK,60,20160610,190000,662.0000000
NVTK,60,20160614,110000,661.9000000
NVTK,60,20160614,120000,655.8000000
NVTK,60,20160614,130000,656.2000000
NVTK,60,20160614,140000,656.5000000
NVTK,60,20160614,150000,657.8000000
NVTK,60,20160614,160000,658.0000000
NVTK,60,20160614,170000,665.4000000
NVTK,60,20160614,180000,662.2000000
NVTK,60,20160614,190000,663.6000000
NVTK,60,20160615,110000,667.0000000
NVTK,60,20160615,120000,666.4000000
NVTK,60,20160615,130000,665.3000000
NVTK,60,20160615,140000,665.2000000
NVTK,60,20160615,150000,667.7000000
NVTK,60,20160615,160000,665.5000000
NVTK,60,20160615,170000,659.5000000
NVTK,60,20160615,180000,659.8000000
NVTK,60,20160615,190000,655.0000000
NVTK,60,20160616,110000,652.6000000
NVTK,60,20160616,120000,646.2000000
NVTK,60,20160616,130000,648.0000000
NVTK,60,20160616,140000,650.5000000
NVTK,60,20160616,150000,647.7000000
NVTK,60,20160616,160000,645.9000000
NVTK,60,20160616,170000,646.9000000
NVTK,60,20160616,180000,646.3000000
NVTK,60,20160616,190000,649.3000000
NVTK,60,20160617,110000,654.5000000
NVTK,60,20160617,120000,665.1000000
NVTK,60,20160617,130000,662.9000000
NVTK,60,20160617,140000,660.7000000
NVTK,60,20160617,150000,661.5000000
NVTK,60,20160617,160000,662.5000000
NVTK,60,20160617,170000,658.8000000
NVTK,60,20160617,180000,649.4000000
NVTK,60,20160617,190000,669.6000000
NVTK,60,20160620,110000,659.5000000
NVTK,60,20160620,120000,659.3000000
NVTK,60,20160620,130000,661.9000000
NVTK,60,20160620,140000,661.8000000
NVTK,60,20160620,150000,664.5000000
NVTK,60,20160620,160000,662.6000000
NVTK,60,20160620,170000,662.6000000
NVTK,60,20160620,180000,663.7000000
NVTK,60,20160620,190000,667.0000000
NVTK,60,20160621,110000,665.9000000
NVTK,60,20160621,120000,660.4000000
NVTK,60,20160621,130000,668.6000000
NVTK,60,20160621,140000,664.7000000
NVTK,60,20160621,150000,654.4000000
NVTK,60,20160621,160000,653.2000000
NVTK,60,20160621,170000,655.0000000
NVTK,60,20160621,180000,658.3000000
NVTK,60,20160621,190000,659.6000000
NVTK,60,20160622,110000,664.1000000
NVTK,60,20160622,120000,660.9000000
NVTK,60,20160622,130000,664.8000000
NVTK,60,20160622,140000,663.6000000
NVTK,60,20160622,150000,660.1000000
NVTK,60,20160622,160000,660.7000000
NVTK,60,20160622,170000,660.9000000
NVTK,60,20160622,180000,655.5000000
NVTK,60,20160622,190000,651.2000000
NVTK,60,20160623,110000,642.7000000
NVTK,60,20160623,120000,648.4000000
NVTK,60,20160623,130000,656.5000000
NVTK,60,20160623,140000,658.7000000
NVTK,60,20160623,150000,660.1000000
NVTK,60,20160623,160000,660.7000000
NVTK,60,20160623,170000,655.0000000
NVTK,60,20160623,180000,654.3000000
NVTK,60,20160623,190000,658.1000000
NVTK,60,20160624,110000,631.7000000
NVTK,60,20160624,120000,635.0000000
NVTK,60,20160624,130000,637.5000000
NVTK,60,20160624,140000,637.0000000
NVTK,60,20160624,150000,636.8000000
NVTK,60,20160624,160000,631.6000000
NVTK,60,20160624,170000,636.1000000
NVTK,60,20160624,180000,633.9000000
NVTK,60,20160624,190000,630.3000000
NVTK,60,20160627,110000,627.7000000
NVTK,60,20160627,120000,627.1000000
NVTK,60,20160627,130000,626.6000000
NVTK,60,20160627,140000,625.4000000
NVTK,60,20160627,150000,625.5000000
NVTK,60,20160627,160000,623.8000000
NVTK,60,20160627,170000,632.1000000
NVTK,60,20160627,180000,629.9000000
NVTK,60,20160627,190000,628.4000000
NVTK,60,20160628,110000,632.3000000
NVTK,60,20160628,120000,627.1000000
NVTK,60,20160628,130000,634.0000000
NVTK,60,20160628,140000,630.8000000
NVTK,60,20160628,150000,634.3000000
NVTK,60,20160628,160000,636.9000000
NVTK,60,20160628,170000,636.0000000
NVTK,60,20160628,180000,630.6000000
NVTK,60,20160628,190000,627.8000000
NVTK,60,20160629,110000,633.5000000
NVTK,60,20160629,120000,636.2000000
NVTK,60,20160629,130000,635.5000000
NVTK,60,20160629,140000,635.0000000
NVTK,60,20160629,150000,636.7000000
NVTK,60,20160629,160000,638.1000000
NVTK,60,20160629,170000,639.5000000
NVTK,60,20160629,180000,637.1000000
NVTK,60,20160629,190000,641.9000000
NVTK,60,20160630,110000,646.0000000
NVTK,60,20160630,120000,646.6000000
NVTK,60,20160630,130000,646.0000000
NVTK,60,20160630,140000,646.5000000
NVTK,60,20160630,150000,643.8000000
NVTK,60,20160630,160000,643.4000000
NVTK,60,20160630,170000,645.2000000
NVTK,60,20160630,180000,647.0000000
NVTK,60,20160630,190000,647.6000000
NVTK,60,20160701,110000,646.4000000
NVTK,60,20160701,120000,645.1000000
NVTK,60,20160701,130000,643.8000000
NVTK,60,20160701,140000,646.5000000
NVTK,60,20160701,150000,649.2000000
NVTK,60,20160701,160000,649.0000000
NVTK,60,20160701,170000,649.9000000
NVTK,60,20160701,180000,648.1000000
NVTK,60,20160701,190000,644.2000000
NVTK,60,20160704,110000,642.1000000
NVTK,60,20160704,120000,642.6000000
NVTK,60,20160704,130000,644.2000000
NVTK,60,20160704,140000,647.9000000
NVTK,60,20160704,150000,644.3000000
NVTK,60,20160704,160000,643.9000000
NVTK,60,20160704,170000,642.2000000
NVTK,60,20160704,180000,641.1000000
NVTK,60,20160704,190000,641.5000000
NVTK,60,20160705,110000,634.2000000
NVTK,60,20160705,120000,634.9000000
NVTK,60,20160705,130000,634.7000000
NVTK,60,20160705,140000,635.0000000
NVTK,60,20160705,150000,634.2000000
NVTK,60,20160705,160000,633.7000000
NVTK,60,20160705,170000,629.5000000
NVTK,60,20160705,180000,632.5000000
NVTK,60,20160705,190000,634.1000000
NVTK,60,20160706,110000,629.5000000
NVTK,60,20160706,120000,634.1000000
NVTK,60,20160706,130000,636.4000000
NVTK,60,20160706,140000,630.1000000
NVTK,60,20160706,150000,628.2000000
NVTK,60,20160706,160000,629.9000000
NVTK,60,20160706,170000,630.0000000
NVTK,60,20160706,180000,628.4000000
NVTK,60,20160706,190000,632.0000000
NVTK,60,20160707,110000,642.5000000
NVTK,60,20160707,120000,644.5000000
NVTK,60,20160707,130000,644.8000000
NVTK,60,20160707,140000,644.4000000
NVTK,60,20160707,150000,646.5000000
NVTK,60,20160707,160000,649.9000000
NVTK,60,20160707,170000,647.1000000
NVTK,60,20160707,180000,646.7000000
NVTK,60,20160707,190000,640.0000000
NVTK,60,20160708,110000,636.0000000
NVTK,60,20160708,120000,630.6000000
NVTK,60,20160708,130000,632.0000000
NVTK,60,20160708,140000,631.7000000
NVTK,60,20160708,150000,634.8000000
NVTK,60,20160708,160000,639.0000000
NVTK,60,20160708,170000,637.4000000
NVTK,60,20160708,180000,636.1000000
NVTK,60,20160708,190000,638.5000000
NVTK,60,20160711,110000,635.7000000
NVTK,60,20160711,120000,645.0000000
NVTK,60,20160711,130000,646.4000000
NVTK,60,20160711,140000,646.5000000
NVTK,60,20160711,150000,645.8000000
NVTK,60,20160711,160000,640.8000000
NVTK,60,20160711,170000,642.8000000
NVTK,60,20160711,180000,639.5000000
NVTK,60,20160711,190000,643.2000000
NVTK,60,20160712,110000,650.7000000
NVTK,60,20160712,120000,658.0000000
NVTK,60,20160712,130000,659.4000000
NVTK,60,20160712,140000,661.3000000
NVTK,60,20160712,150000,665.6000000
NVTK,60,20160712,160000,664.8000000
NVTK,60,20160712,170000,659.2000000
NVTK,60,20160712,180000,659.5000000
NVTK,60,20160712,190000,659.8000000
NVTK,60,20160713,110000,658.9000000
NVTK,60,20160713,120000,656.8000000
NVTK,60,20160713,130000,660.5000000
NVTK,60,20160713,140000,659.0000000
NVTK,60,20160713,150000,661.9000000
NVTK,60,20160713,160000,664.5000000
NVTK,60,20160713,170000,664.1000000
NVTK,60,20160713,180000,660.2000000
NVTK,60,20160713,190000,660.5000000
NVTK,60,20160714,110000,658.5000000
NVTK,60,20160714,120000,654.5000000
NVTK,60,20160714,130000,655.9000000
NVTK,60,20160714,140000,656.1000000
NVTK,60,20160714,150000,654.7000000
NVTK,60,20160714,160000,651.2000000
NVTK,60,20160714,170000,650.7000000
NVTK,60,20160714,180000,650.4000000
NVTK,60,20160714,190000,650.2000000
NVTK,60,20160715,110000,656.3000000
NVTK,60,20160715,120000,653.4000000
NVTK,60,20160715,130000,654.3000000
NVTK,60,20160715,140000,654.6000000
NVTK,60,20160715,150000,660.8000000
NVTK,60,20160715,160000,660.3000000
NVTK,60,20160715,170000,659.8000000
NVTK,60,20160715,180000,657.6000000
NVTK,60,20160715,190000,651.6000000
NVTK,60,20160718,110000,657.5000000
NVTK,60,20160718,120000,655.0000000
NVTK,60,20160718,130000,652.4000000
NVTK,60,20160718,140000,649.7000000
NVTK,60,20160718,150000,650.5000000
NVTK,60,20160718,160000,645.0000000
NVTK,60,20160718,170000,645.9000000
NVTK,60,20160718,180000,647.8000000
NVTK,60,20160718,190000,648.2000000
NVTK,60,20160719,110000,648.0000000
NVTK,60,20160719,120000,648.1000000
NVTK,60,20160719,130000,649.0000000
NVTK,60,20160719,140000,649.5000000
NVTK,60,20160719,150000,650.2000000
NVTK,60,20160719,160000,649.5000000
NVTK,60,20160719,170000,648.5000000
NVTK,60,20160719,180000,643.0000000
NVTK,60,20160719,190000,645.1000000
NVTK,60,20160720,110000,641.6000000
NVTK,60,20160720,120000,643.0000000
NVTK,60,20160720,130000,641.0000000
NVTK,60,20160720,140000,641.2000000
NVTK,60,20160720,150000,641.2000000
NVTK,60,20160720,160000,641.7000000
NVTK,60,20160720,170000,642.1000000
NVTK,60,20160720,180000,645.1000000
NVTK,60,20160720,190000,646.9000000
NVTK,60,20160721,110000,647.8000000
NVTK,60,20160721,120000,649.9000000
NVTK,60,20160721,130000,650.8000000
NVTK,60,20160721,140000,652.0000000
NVTK,60,20160721,150000,653.3000000
NVTK,60,20160721,160000,654.4000000
NVTK,60,20160721,170000,654.8000000
NVTK,60,20160721,180000,656.0000000
NVTK,60,20160721,190000,653.5000000
NVTK,60,20160722,110000,648.6000000
NVTK,60,20160722,120000,646.1000000
NVTK,60,20160722,130000,649.3000000
NVTK,60,20160722,140000,649.7000000
NVTK,60,20160722,150000,648.4000000
NVTK,60,20160722,160000,647.2000000
NVTK,60,20160722,170000,646.3000000
NVTK,60,20160722,180000,647.9000000
NVTK,60,20160722,190000,645.9000000
NVTK,60,20160725,110000,649.6000000
NVTK,60,20160725,120000,653.2000000
NVTK,60,20160725,130000,650.6000000
NVTK,60,20160725,140000,650.2000000
NVTK,60,20160725,150000,647.2000000
NVTK,60,20160725,160000,646.4000000
NVTK,60,20160725,170000,641.9000000
NVTK,60,20160725,180000,645.2000000
NVTK,60,20160725,190000,642.8000000
NVTK,60,20160726,110000,647.2000000
NVTK,60,20160726,120000,647.5000000
NVTK,60,20160726,130000,641.8000000
NVTK,60,20160726,140000,643.0000000
NVTK,60,20160726,150000,642.6000000
NVTK,60,20160726,160000,648.7000000
NVTK,60,20160726,170000,648.5000000
NVTK,60,20160726,180000,649.9000000
NVTK,60,20160726,190000,655.0000000
NVTK,60,20160727,110000,654.3000000
NVTK,60,20160727,120000,649.8000000
NVTK,60,20160727,130000,648.1000000
NVTK,60,20160727,140000,654.5000000
NVTK,60,20160727,150000,658.3000000
NVTK,60,20160727,160000,658.6000000
NVTK,60,20160727,170000,660.0000000
NVTK,60,20160727,180000,655.6000000
NVTK,60,20160727,190000,655.4000000
NVTK,60,20160728,110000,653.5000000
NVTK,60,20160728,120000,652.2000000
NVTK,60,20160728,130000,652.0000000
NVTK,60,20160728,140000,652.8000000
NVTK,60,20160728,150000,655.5000000
NVTK,60,20160728,160000,658.4000000
NVTK,60,20160728,170000,655.8000000
NVTK,60,20160728,180000,653.2000000
NVTK,60,20160728,190000,653.2000000
NVTK,60,20160729,110000,656.0000000
NVTK,60,20160729,120000,657.1000000
NVTK,60,20160729,130000,651.4000000
NVTK,60,20160729,140000,650.1000000
NVTK,60,20160729,150000,646.3000000
NVTK,60,20160729,160000,646.5000000
NVTK,60,20160729,170000,650.1000000
NVTK,60,20160729,180000,654.5000000
NVTK,60,20160729,190000,648.1000000
NVTK,60,20160801,110000,658.1000000
NVTK,60,20160801,120000,656.7000000
NVTK,60,20160801,130000,662.7000000
NVTK,60,20160801,140000,660.6000000
NVTK,60,20160801,150000,662.4000000
NVTK,60,20160801,160000,661.5000000
NVTK,60,20160801,170000,656.5000000
NVTK,60,20160801,180000,658.7000000
NVTK,60,20160801,190000,654.8000000
NVTK,60,20160802,110000,645.9000000
NVTK,60,20160802,120000,643.6000000
NVTK,60,20160802,130000,643.0000000
NVTK,60,20160802,140000,643.4000000
NVTK,60,20160802,150000,642.5000000
NVTK,60,20160802,160000,642.4000000
NVTK,60,20160802,170000,640.6000000
NVTK,60,20160802,180000,640.0000000
NVTK,60,20160802,190000,641.0000000
NVTK,60,20160803,110000,641.6000000
NVTK,60,20160803,120000,640.7000000
NVTK,60,20160803,130000,642.2000000
NVTK,60,20160803,140000,641.7000000
NVTK,60,20160803,150000,640.9000000
NVTK,60,20160803,160000,640.4000000
NVTK,60,20160803,170000,641.9000000
NVTK,60,20160803,180000,645.6000000
NVTK,60,20160803,190000,645.0000000
NVTK,60,20160804,110000,654.4000000
NVTK,60,20160804,120000,657.7000000
NVTK,60,20160804,130000,657.4000000
NVTK,60,20160804,140000,654.3000000
NVTK,60,20160804,150000,652.2000000
NVTK,60,20160804,160000,647.4000000
NVTK,60,20160804,170000,649.2000000
NVTK,60,20160804,180000,653.9000000
NVTK,60,20160804,190000,652.4000000
NVTK,60,20160805,110000,650.1000000
NVTK,60,20160805,120000,650.8000000
NVTK,60,20160805,130000,649.4000000
NVTK,60,20160805,140000,648.8000000
NVTK,60,20160805,150000,647.6000000
NVTK,60,20160805,160000,645.0000000
NVTK,60,20160805,170000,647.7000000
NVTK,60,20160805,180000,646.8000000
NVTK,60,20160805,190000,647.3000000
NVTK,60,20160808,110000,648.6000000
NVTK,60,20160808,120000,650.0000000
NVTK,60,20160808,130000,651.8000000
NVTK,60,20160808,140000,651.3000000
NVTK,60,20160808,150000,653.5000000
NVTK,60,20160808,160000,651.3000000
NVTK,60,20160808,170000,652.4000000
NVTK,60,20160808,180000,649.2000000
NVTK,60,20160808,190000,648.1000000
NVTK,60,20160809,110000,655.9000000
NVTK,60,20160809,120000,658.5000000
NVTK,60,20160809,130000,658.1000000
NVTK,60,20160809,140000,657.6000000
NVTK,60,20160809,150000,657.6000000
NVTK,60,20160809,160000,652.0000000
NVTK,60,20160809,170000,654.2000000
NVTK,60,20160809,180000,656.2000000
NVTK,60,20160809,190000,652.1000000
NVTK,60,20160810,110000,648.3000000
NVTK,60,20160810,120000,649.0000000
NVTK,60,20160810,130000,648.5000000
NVTK,60,20160810,140000,647.6000000
NVTK,60,20160810,150000,648.2000000
NVTK,60,20160810,160000,648.2000000
NVTK,60,20160810,170000,648.1000000
NVTK,60,20160810,180000,644.8000000
NVTK,60,20160810,190000,642.4000000
NVTK,60,20160811,110000,641.4000000
NVTK,60,20160811,120000,641.3000000
NVTK,60,20160811,130000,641.6000000
NVTK,60,20160811,140000,641.8000000
NVTK,60,20160811,150000,640.6000000
NVTK,60,20160811,160000,640.2000000
NVTK,60,20160811,170000,642.8000000
NVTK,60,20160811,180000,644.0000000
NVTK,60,20160811,190000,643.5000000
NVTK,60,20160812,110000,648.8000000
NVTK,60,20160812,120000,649.0000000
NVTK,60,20160812,130000,651.7000000
NVTK,60,20160812,140000,650.2000000
NVTK,60,20160812,150000,649.8000000
NVTK,60,20160812,160000,648.7000000
NVTK,60,20160812,170000,649.7000000
NVTK,60,20160812,180000,648.1000000
NVTK,60,20160812,190000,650.4000000
NVTK,60,20160815,110000,655.0000000
NVTK,60,20160815,120000,655.7000000
NVTK,60,20160815,130000,654.2000000
NVTK,60,20160815,140000,655.7000000
NVTK,60,20160815,150000,655.4000000
NVTK,60,20160815,160000,655.7000000
NVTK,60,20160815,170000,657.7000000
NVTK,60,20160815,180000,658.1000000
NVTK,60,20160815,190000,658.4000000
NVTK,60,20160816,110000,665.1000000
NVTK,60,20160816,120000,665.5000000
NVTK,60,20160816,130000,673.9000000
NVTK,60,20160816,140000,668.8000000
NVTK,60,20160816,150000,667.4000000
NVTK,60,20160816,160000,665.9000000
NVTK,60,20160816,170000,668.3000000
NVTK,60,20160816,180000,663.9000000
NVTK,60,20160816,190000,668.0000000
NVTK,60,20160817,110000,670.6000000
NVTK,60,20160817,120000,670.0000000
NVTK,60,20160817,130000,669.2000000
NVTK,60,20160817,140000,670.7000000
NVTK,60,20160817,150000,672.5000000
NVTK,60,20160817,160000,673.0000000
NVTK,60,20160817,170000,671.2000000
NVTK,60,20160817,180000,676.6000000
NVTK,60,20160817,190000,672.7000000
NVTK,60,20160818,110000,675.6000000
NVTK,60,20160818,120000,674.0000000
NVTK,60,20160818,130000,674.2000000
NVTK,60,20160818,140000,674.4000000
NVTK,60,20160818,150000,675.4000000
NVTK,60,20160818,160000,677.9000000
NVTK,60,20160818,170000,677.9000000
NVTK,60,20160818,180000,679.0000000
NVTK,60,20160818,190000,679.9000000
NVTK,60,20160819,110000,685.3000000
NVTK,60,20160819,120000,682.0000000
NVTK,60,20160819,130000,682.7000000
NVTK,60,20160819,140000,683.5000000
NVTK,60,20160819,150000,684.3000000
NVTK,60,20160819,160000,682.0000000
NVTK,60,20160819,170000,682.5000000
NVTK,60,20160819,180000,682.7000000
NVTK,60,20160819,190000,680.1000000
NVTK,60,20160822,110000,673.7000000
NVTK,60,20160822,120000,677.7000000
NVTK,60,20160822,130000,674.3000000
NVTK,60,20160822,140000,682.1000000
NVTK,60,20160822,150000,683.6000000
NVTK,60,20160822,160000,685.0000000
NVTK,60,20160822,170000,687.7000000
NVTK,60,20160822,180000,691.0000000
NVTK,60,20160822,190000,688.6000000
NVTK,60,20160823,110000,687.5000000
NVTK,60,20160823,120000,690.1000000
NVTK,60,20160823,130000,690.0000000
NVTK,60,20160823,140000,690.0000000
NVTK,60,20160823,150000,690.2000000
NVTK,60,20160823,160000,690.7000000
NVTK,60,20160823,170000,689.3000000
NVTK,60,20160823,180000,698.2000000
NVTK,60,20160823,190000,696.0000000
NVTK,60,20160824,110000,702.6000000
NVTK,60,20160824,120000,694.2000000
NVTK,60,20160824,130000,695.6000000
NVTK,60,20160824,140000,696.6000000
NVTK,60,20160824,150000,694.5000000
NVTK,60,20160824,160000,697.3000000
NVTK,60,20160824,170000,699.0000000
NVTK,60,20160824,180000,694.2000000
NVTK,60,20160824,190000,697.5000000
NVTK,60,20160825,110000,693.6000000
NVTK,60,20160825,120000,694.4000000
NVTK,60,20160825,130000,694.6000000
NVTK,60,20160825,140000,694.0000000
NVTK,60,20160825,150000,694.0000000
NVTK,60,20160825,160000,694.7000000
NVTK,60,20160825,170000,695.2000000
NVTK,60,20160825,180000,697.9000000
NVTK,60,20160825,190000,698.8000000
NVTK,60,20160826,110000,706.2000000
NVTK,60,20160826,120000,706.0000000
NVTK,60,20160826,130000,703.9000000
NVTK,60,20160826,140000,699.0000000
NVTK,60,20160826,150000,700.0000000
NVTK,60,20160826,160000,698.9000000
NVTK,60,20160826,170000,695.6000000
NVTK,60,20160826,180000,703.7000000
NVTK,60,20160826,190000,708.1000000
NVTK,60,20160829,110000,692.5000000
NVTK,60,20160829,120000,694.9000000
NVTK,60,20160829,130000,691.9000000
NVTK,60,20160829,140000,692.0000000
NVTK,60,20160829,150000,691.3000000
NVTK,60,20160829,160000,690.2000000
NVTK,60,20160829,170000,693.0000000
NVTK,60,20160829,180000,692.2000000
NVTK,60,20160829,190000,695.6000000
NVTK,60,20160830,110000,700.8000000
NVTK,60,20160830,120000,703.0000000
NVTK,60,20160830,130000,704.3000000
NVTK,60,20160830,140000,701.3000000
NVTK,60,20160830,150000,701.4000000
NVTK,60,20160830,160000,698.4000000
NVTK,60,20160830,170000,703.0000000
NVTK,60,20160830,180000,694.9000000
NVTK,60,20160830,190000,695.7000000
NVTK,60,20160831,110000,691.9000000
NVTK,60,20160831,120000,693.0000000
NVTK,60,20160831,130000,694.9000000
NVTK,60,20160831,140000,693.6000000
NVTK,60,20160831,150000,692.3000000
NVTK,60,20160831,160000,687.4000000
NVTK,60,20160831,170000,688.4000000
NVTK,60,20160831,180000,683.5000000
NVTK,60,20160831,190000,684.9000000
NVTK,60,20160901,110000,676.1000000
NVTK,60,20160901,120000,674.3000000
NVTK,60,20160901,130000,676.0000000
NVTK,60,20160901,140000,678.1000000
NVTK,60,20160901,150000,677.5000000
NVTK,60,20160901,160000,674.2000000
NVTK,60,20160901,170000,676.3000000
NVTK,60,20160901,180000,678.4000000
NVTK,60,20160901,190000,678.2000000
NVTK,60,20160902,110000,677.6000000
NVTK,60,20160902,120000,675.5000000
NVTK,60,20160902,130000,680.0000000
NVTK,60,20160902,140000,677.3000000
NVTK,60,20160902,150000,685.0000000
NVTK,60,20160902,160000,687.0000000
NVTK,60,20160902,170000,686.6000000
NVTK,60,20160902,180000,685.5000000
NVTK,60,20160902,190000,691.5000000
NVTK,60,20160905,110000,688.3000000
NVTK,60,20160905,120000,681.4000000
NVTK,60,20160905,130000,677.2000000
NVTK,60,20160905,140000,678.6000000
NVTK,60,20160905,150000,678.0000000
NVTK,60,20160905,160000,679.5000000
NVTK,60,20160905,170000,678.2000000
NVTK,60,20160905,180000,677.2000000
NVTK,60,20160905,190000,677.9000000
NVTK,60,20160906,110000,675.9000000
NVTK,60,20160906,120000,673.7000000
NVTK,60,20160906,130000,674.8000000
NVTK,60,20160906,140000,679.0000000
NVTK,60,20160906,150000,680.0000000
NVTK,60,20160906,160000,678.2000000
NVTK,60,20160906,170000,678.9000000
NVTK,60,20160906,180000,678.2000000
NVTK,60,20160906,190000,680.1000000
NVTK,60,20160907,110000,676.2000000
NVTK,60,20160907,120000,677.7000000
NVTK,60,20160907,130000,677.3000000
NVTK,60,20160907,140000,677.1000000
NVTK,60,20160907,150000,675.8000000
NVTK,60,20160907,160000,679.2000000
NVTK,60,20160907,170000,676.1000000
NVTK,60,20160907,180000,675.0000000
NVTK,60,20160907,190000,680.3000000
NVTK,60,20160908,110000,678.0000000
NVTK,60,20160908,120000,677.6000000
NVTK,60,20160908,130000,678.9000000
NVTK,60,20160908,140000,677.9000000
NVTK,60,20160908,150000,675.1000000
NVTK,60,20160908,160000,678.9000000
NVTK,60,20160908,170000,676.4000000
NVTK,60,20160908,180000,678.5000000
NVTK,60,20160908,190000,679.2000000
NVTK,60,20160909,110000,675.4000000
NVTK,60,20160909,120000,676.7000000
NVTK,60,20160909,130000,675.9000000
NVTK,60,20160909,140000,677.4000000
NVTK,60,20160909,150000,677.5000000
NVTK,60,20160909,160000,678.0000000
NVTK,60,20160909,170000,675.0000000
NVTK,60,20160909,180000,676.0000000
NVTK,60,20160909,190000,677.9000000
NVTK,60,20160912,110000,672.4000000
NVTK,60,20160912,120000,669.1000000
NVTK,60,20160912,130000,670.5000000
NVTK,60,20160912,140000,668.8000000
NVTK,60,20160912,150000,668.6000000
NVTK,60,20160912,160000,669.3000000
NVTK,60,20160912,170000,667.0000000
NVTK,60,20160912,180000,669.4000000
NVTK,60,20160912,190000,669.3000000
NVTK,60,20160913,110000,669.8000000
NVTK,60,20160913,120000,665.1000000
NVTK,60,20160913,130000,664.5000000
NVTK,60,20160913,140000,663.7000000
NVTK,60,20160913,150000,663.0000000
NVTK,60,20160913,160000,658.6000000
NVTK,60,20160913,170000,657.5000000
NVTK,60,20160913,180000,654.5000000
NVTK,60,20160913,190000,653.9000000
NVTK,60,20160914,110000,648.4000000
NVTK,60,20160914,120000,649.0000000
NVTK,60,20160914,130000,645.9000000
NVTK,60,20160914,140000,649.3000000
NVTK,60,20160914,150000,651.0000000
NVTK,60,20160914,160000,650.0000000
NVTK,60,20160914,170000,651.3000000
NVTK,60,20160914,180000,651.2000000
NVTK,60,20160914,190000,651.4000000
NVTK,60,20160915,110000,651.1000000
NVTK,60,20160915,120000,654.5000000
NVTK,60,20160915,130000,658.3000000
NVTK,60,20160915,140000,655.2000000
NVTK,60,20160915,150000,655.8000000
NVTK,60,20160915,160000,657.0000000
NVTK,60,20160915,170000,665.2000000
NVTK,60,20160915,180000,661.7000000
NVTK,60,20160915,190000,660.7000000
NVTK,60,20160916,110000,665.2000000
NVTK,60,20160916,120000,670.8000000
NVTK,60,20160916,130000,668.0000000
NVTK,60,20160916,140000,657.8000000
NVTK,60,20160916,150000,660.1000000
NVTK,60,20160916,160000,661.9000000
NVTK,60,20160916,170000,663.0000000
NVTK,60,20160916,180000,656.0000000
NVTK,60,20160916,190000,665.5000000
NVTK,60,20160919,110000,658.7000000
NVTK,60,20160919,120000,656.5000000
NVTK,60,20160919,130000,656.5000000
NVTK,60,20160919,140000,659.0000000
NVTK,60,20160919,150000,663.2000000
NVTK,60,20160919,160000,662.7000000
NVTK,60,20160919,170000,660.4000000
NVTK,60,20160919,180000,661.0000000
NVTK,60,20160919,190000,658.4000000
NVTK,60,20160920,110000,638.2000000
NVTK,60,20160920,120000,635.8000000
NVTK,60,20160920,130000,639.2000000
NVTK,60,20160920,140000,636.5000000
NVTK,60,20160920,150000,636.2000000
NVTK,60,20160920,160000,634.1000000
NVTK,60,20160920,170000,633.8000000
NVTK,60,20160920,180000,638.0000000
NVTK,60,20160920,190000,639.1000000
NVTK,60,20160921,110000,644.9000000
NVTK,60,20160921,120000,643.5000000
NVTK,60,20160921,130000,644.3000000
NVTK,60,20160921,140000,639.0000000
NVTK,60,20160921,150000,639.6000000
NVTK,60,20160921,160000,641.3000000
NVTK,60,20160921,170000,642.8000000
NVTK,60,20160921,180000,640.9000000
NVTK,60,20160921,190000,643.3000000
NVTK,60,20160922,110000,646.4000000
NVTK,60,20160922,120000,648.0000000
NVTK,60,20160922,130000,655.3000000
NVTK,60,20160922,140000,657.3000000
NVTK,60,20160922,150000,657.4000000
NVTK,60,20160922,160000,659.5000000
