<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
SANDP-FUT,60,20200316,040000,2555.5000000
SANDP-FUT,60,20200316,090000,2555.5000000
SANDP-FUT,60,20200316,160000,2404.8000000
SANDP-FUT,60,20200316,180000,2417.2000000
SANDP-FUT,60,20200316,190000,2434.8000000
SANDP-FUT,60,20200316,210000,2485.2000000
SANDP-FUT,60,20200316,220000,2475.7000000
SANDP-FUT,60,20200317,010000,2487.2000000
SANDP-FUT,60,20200317,040000,2448.2000000
SANDP-FUT,60,20200317,050000,2405.2000000
SANDP-FUT,60,20200317,060000,2443.7000000
SANDP-FUT,60,20200317,070000,2432.2000000
SANDP-FUT,60,20200317,080000,2421.4000000
SANDP-FUT,60,20200317,090000,2437.0000000
SANDP-FUT,60,20200317,160000,2481.7000000
SANDP-FUT,60,20200317,180000,2451.7000000
SANDP-FUT,60,20200317,190000,2425.6000000
SANDP-FUT,60,20200317,210000,2410.3000000
SANDP-FUT,60,20200317,220000,2447.1000000
SANDP-FUT,60,20200318,070000,2393.6000000
SANDP-FUT,60,20200318,080000,2393.5000000
SANDP-FUT,60,20200318,160000,2405.8000000
SANDP-FUT,60,20200318,180000,2452.3000000
SANDP-FUT,60,20200318,220000,2314.3000000
SANDP-FUT,60,20200319,020000,2351.3000000
SANDP-FUT,60,20200319,040000,2395.0000000
SANDP-FUT,60,20200319,050000,2395.9000000
SANDP-FUT,60,20200319,060000,2354.5000000
SANDP-FUT,60,20200319,070000,2339.4000000
SANDP-FUT,60,20200319,080000,2366.4000000
SANDP-FUT,60,20200319,160000,2355.3000000
SANDP-FUT,60,20200319,180000,2337.5000000
SANDP-FUT,60,20200319,190000,2348.0000000
SANDP-FUT,60,20200319,200000,2341.1000000
SANDP-FUT,60,20200319,210000,2359.0000000
SANDP-FUT,60,20200319,220000,2351.0000000
SANDP-FUT,60,20200320,000000,2396.5000000
SANDP-FUT,60,20200320,020000,2436.7000000
SANDP-FUT,60,20200320,030000,2457.7000000
SANDP-FUT,60,20200320,040000,2455.3000000
SANDP-FUT,60,20200320,050000,2491.9000000
SANDP-FUT,60,20200320,060000,2465.6000000
SANDP-FUT,60,20200320,070000,2435.8000000
SANDP-FUT,60,20200320,080000,2410.4000000
SANDP-FUT,60,20200320,090000,2411.3000000
SANDP-FUT,60,20200320,160000,2269.4000000
SANDP-FUT,60,20200322,180000,2177.1000000
SANDP-FUT,60,20200322,190000,2201.2000000
SANDP-FUT,60,20200322,200000,2179.8000000
SANDP-FUT,60,20200322,210000,2192.8000000
SANDP-FUT,60,20200323,000000,2207.7000000
SANDP-FUT,60,20200323,010000,2200.6000000
SANDP-FUT,60,20200323,020000,2210.4000000
SANDP-FUT,60,20200323,030000,2203.6000000
SANDP-FUT,60,20200323,040000,2204.9000000
SANDP-FUT,60,20200323,050000,2223.8000000
SANDP-FUT,60,20200323,060000,2238.0000000
SANDP-FUT,60,20200323,080000,2333.3000000
SANDP-FUT,60,20200323,090000,2325.5000000
SANDP-FUT,60,20200323,160000,2216.6000000
SANDP-FUT,60,20200323,180000,2256.1000000
SANDP-FUT,60,20200323,190000,2266.6000000
SANDP-FUT,60,20200323,200000,2266.4000000
SANDP-FUT,60,20200323,220000,2300.0000000
SANDP-FUT,60,20200323,230000,2282.6000000
SANDP-FUT,60,20200324,000000,2298.4000000
SANDP-FUT,60,20200324,020000,2321.1000000
SANDP-FUT,60,20200324,030000,2313.6000000
SANDP-FUT,60,20200324,040000,2320.9000000
SANDP-FUT,60,20200324,050000,2328.3000000
SANDP-FUT,60,20200324,070000,2332.5000000
SANDP-FUT,60,20200324,080000,2330.6000000
SANDP-FUT,60,20200324,160000,2442.3000000
SANDP-FUT,60,20200324,180000,2461.1000000
SANDP-FUT,60,20200324,190000,2422.6000000
SANDP-FUT,60,20200324,200000,2402.4000000
SANDP-FUT,60,20200324,210000,2427.8000000
SANDP-FUT,60,20200324,230000,2404.0000000
SANDP-FUT,60,20200325,000000,2412.8000000
SANDP-FUT,60,20200325,020000,2446.8000000
SANDP-FUT,60,20200325,030000,2463.8000000
SANDP-FUT,60,20200325,040000,2478.1000000
SANDP-FUT,60,20200325,050000,2492.7000000
SANDP-FUT,60,20200325,060000,2409.3000000
SANDP-FUT,60,20200325,090000,2430.1000000
SANDP-FUT,60,20200325,160000,2469.0000000
SANDP-FUT,60,20200325,180000,2474.2000000
SANDP-FUT,60,20200325,190000,2465.1000000
SANDP-FUT,60,20200325,210000,2451.8000000
SANDP-FUT,60,20200325,220000,2434.2000000
SANDP-FUT,60,20200326,000000,2454.9000000
SANDP-FUT,60,20200326,010000,2439.9000000
SANDP-FUT,60,20200326,020000,2442.9000000
SANDP-FUT,60,20200326,030000,2413.4000000
SANDP-FUT,60,20200326,040000,2426.5000000
SANDP-FUT,60,20200326,050000,2425.8000000
SANDP-FUT,60,20200326,060000,2440.4000000
SANDP-FUT,60,20200326,070000,2421.9000000
SANDP-FUT,60,20200326,080000,2458.7000000
SANDP-FUT,60,20200326,090000,2465.5000000
SANDP-FUT,60,20200326,160000,2618.4000000
SANDP-FUT,60,20200326,180000,2604.2000000
SANDP-FUT,60,20200326,190000,2630.8000000
SANDP-FUT,60,20200326,200000,2593.2000000
SANDP-FUT,60,20200326,210000,2570.0000000
SANDP-FUT,60,20200326,230000,2580.6000000
SANDP-FUT,60,20200327,000000,2564.6000000
SANDP-FUT,60,20200327,020000,2592.2000000
SANDP-FUT,60,20200327,030000,2580.0000000
SANDP-FUT,60,20200327,040000,2564.9000000
SANDP-FUT,60,20200327,050000,2554.4000000
SANDP-FUT,60,20200327,060000,2541.3000000
SANDP-FUT,60,20200327,070000,2533.9000000
SANDP-FUT,60,20200327,080000,2525.7000000
SANDP-FUT,60,20200327,160000,2520.6000000
SANDP-FUT,60,20200329,180000,2472.8000000
SANDP-FUT,60,20200329,210000,2490.9000000
SANDP-FUT,60,20200329,220000,2496.2000000
SANDP-FUT,60,20200329,230000,2501.1000000
SANDP-FUT,60,20200330,010000,2560.0000000
SANDP-FUT,60,20200330,020000,2534.2000000
SANDP-FUT,60,20200330,030000,2499.2000000
SANDP-FUT,60,20200330,040000,2519.7000000
SANDP-FUT,60,20200330,050000,2519.6000000
SANDP-FUT,60,20200330,060000,2533.4000000
SANDP-FUT,60,20200330,070000,2534.0000000
SANDP-FUT,60,20200330,080000,2555.9000000
SANDP-FUT,60,20200330,160000,2611.8000000
SANDP-FUT,60,20200330,180000,2621.7000000
SANDP-FUT,60,20200330,190000,2618.1000000
SANDP-FUT,60,20200330,200000,2620.5000000
SANDP-FUT,60,20200330,210000,2630.8000000
