<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
GAZP,60,20150825,170000,139.6600000
GAZP,60,20150825,180000,139.7900000
GAZP,60,20150825,190000,140.4000000
GAZP,60,20150826,110000,139.7300000
GAZP,60,20150826,120000,139.8000000
GAZP,60,20150826,130000,139.8000000
GAZP,60,20150826,140000,140.3400000
GAZP,60,20150826,150000,141.0400000
GAZP,60,20150826,160000,141.8200000
GAZP,60,20150826,170000,140.5000000
GAZP,60,20150826,180000,140.7300000
GAZP,60,20150826,190000,140.5100000
GAZP,60,20150827,110000,142.1200000
GAZP,60,20150827,120000,142.8900000
GAZP,60,20150827,130000,142.8900000
GAZP,60,20150827,140000,142.6300000
GAZP,60,20150827,150000,142.7100000
GAZP,60,20150827,160000,143.4200000
GAZP,60,20150827,170000,143.8500000
GAZP,60,20150827,180000,144.2500000
GAZP,60,20150827,190000,144.6000000
GAZP,60,20150828,110000,144.8600000
GAZP,60,20150828,120000,144.4100000
GAZP,60,20150828,130000,144.6900000
GAZP,60,20150828,140000,143.0800000
GAZP,60,20150828,150000,143.6100000
GAZP,60,20150828,160000,143.7000000
GAZP,60,20150828,170000,145.6400000
GAZP,60,20150828,180000,146.7600000
GAZP,60,20150828,190000,146.6000000
GAZP,60,20150831,110000,146.1500000
GAZP,60,20150831,120000,147.3900000
GAZP,60,20150831,130000,146.8400000
GAZP,60,20150831,140000,146.8600000
GAZP,60,20150831,150000,146.3100000
GAZP,60,20150831,160000,145.9000000
GAZP,60,20150831,170000,145.5400000
GAZP,60,20150831,180000,146.7100000
GAZP,60,20150831,190000,148.1900000
GAZP,60,20150901,110000,146.1200000
GAZP,60,20150901,120000,145.3700000
GAZP,60,20150901,130000,145.6500000
GAZP,60,20150901,140000,145.3600000
GAZP,60,20150901,150000,145.3300000
GAZP,60,20150901,160000,144.5000000
GAZP,60,20150901,170000,144.3500000
GAZP,60,20150901,180000,144.0900000
GAZP,60,20150901,190000,144.5000000
GAZP,60,20150902,110000,144.4700000
GAZP,60,20150902,120000,143.6500000
GAZP,60,20150902,130000,142.9200000
GAZP,60,20150902,140000,142.9700000
GAZP,60,20150902,150000,143.4200000
GAZP,60,20150902,160000,144.9400000
GAZP,60,20150902,170000,144.1300000
GAZP,60,20150902,180000,142.8700000
GAZP,60,20150902,190000,142.5700000
GAZP,60,20150903,110000,143.8500000
GAZP,60,20150903,120000,143.1600000
GAZP,60,20150903,130000,142.9500000
GAZP,60,20150903,140000,143.2000000
GAZP,60,20150903,150000,143.4200000
GAZP,60,20150903,160000,143.8000000
GAZP,60,20150903,170000,144.7600000
GAZP,60,20150903,180000,145.6800000
GAZP,60,20150903,190000,145.3000000
GAZP,60,20150904,110000,144.1000000
GAZP,60,20150904,120000,144.2900000
GAZP,60,20150904,130000,143.8500000
GAZP,60,20150904,140000,143.6500000
GAZP,60,20150904,150000,143.4500000
GAZP,60,20150904,160000,142.6000000
GAZP,60,20150904,170000,142.4700000
GAZP,60,20150904,180000,142.8400000
GAZP,60,20150904,190000,142.8000000
GAZP,60,20150907,110000,143.1900000
GAZP,60,20150907,120000,142.4100000
GAZP,60,20150907,130000,142.7000000
GAZP,60,20150907,140000,142.3600000
GAZP,60,20150907,150000,142.5100000
GAZP,60,20150907,160000,142.5100000
GAZP,60,20150907,170000,142.0000000
GAZP,60,20150907,180000,141.7100000
GAZP,60,20150907,190000,141.6700000
GAZP,60,20150908,110000,142.8700000
GAZP,60,20150908,120000,142.8000000
GAZP,60,20150908,130000,143.9400000
GAZP,60,20150908,140000,144.1900000
GAZP,60,20150908,150000,143.5600000
GAZP,60,20150908,160000,143.5900000
GAZP,60,20150908,170000,143.8000000
GAZP,60,20150908,180000,143.5200000
GAZP,60,20150908,190000,143.2100000
GAZP,60,20150909,110000,145.1200000
GAZP,60,20150909,120000,144.9900000
GAZP,60,20150909,130000,144.7200000
GAZP,60,20150909,140000,144.3000000
GAZP,60,20150909,150000,144.5600000
GAZP,60,20150909,160000,145.0000000
GAZP,60,20150909,170000,145.0800000
GAZP,60,20150909,180000,144.5700000
GAZP,60,20150909,190000,144.2200000
GAZP,60,20150910,110000,143.9700000
GAZP,60,20150910,120000,144.4800000
GAZP,60,20150910,130000,144.3700000
GAZP,60,20150910,140000,144.3500000
GAZP,60,20150910,150000,143.8500000
GAZP,60,20150910,160000,143.5800000
GAZP,60,20150910,170000,143.4000000
GAZP,60,20150910,180000,143.3000000
GAZP,60,20150910,190000,142.9900000
GAZP,60,20150911,110000,142.7300000
GAZP,60,20150911,120000,141.9100000
GAZP,60,20150911,130000,141.5500000
GAZP,60,20150911,140000,141.7600000
GAZP,60,20150911,150000,142.0500000
GAZP,60,20150911,160000,141.9700000
GAZP,60,20150911,170000,141.7800000
GAZP,60,20150911,180000,142.4200000
GAZP,60,20150911,190000,142.4000000
GAZP,60,20150914,110000,142.7900000
GAZP,60,20150914,120000,143.1100000
GAZP,60,20150914,130000,143.5400000
GAZP,60,20150914,140000,143.4400000
GAZP,60,20150914,150000,143.0500000
GAZP,60,20150914,160000,143.1000000
GAZP,60,20150914,170000,142.8300000
GAZP,60,20150914,180000,143.4500000
GAZP,60,20150914,190000,143.5800000
GAZP,60,20150915,110000,143.2500000
GAZP,60,20150915,120000,142.4800000
GAZP,60,20150915,130000,142.4000000
GAZP,60,20150915,140000,142.5400000
GAZP,60,20150915,150000,141.9800000
GAZP,60,20150915,160000,141.6000000
GAZP,60,20150915,170000,141.8500000
GAZP,60,20150915,180000,142.3500000
GAZP,60,20150915,190000,141.9500000
GAZP,60,20150916,110000,142.4200000
GAZP,60,20150916,120000,142.8700000
GAZP,60,20150916,130000,143.0400000
GAZP,60,20150916,140000,142.5000000
GAZP,60,20150916,150000,142.5700000
GAZP,60,20150916,160000,142.1000000
GAZP,60,20150916,170000,141.8000000
GAZP,60,20150916,180000,142.8400000
GAZP,60,20150916,190000,142.9100000
GAZP,60,20150917,110000,142.4200000
GAZP,60,20150917,120000,142.6300000
GAZP,60,20150917,130000,143.1500000
GAZP,60,20150917,140000,142.7200000
GAZP,60,20150917,150000,142.8000000
GAZP,60,20150917,160000,142.9600000
GAZP,60,20150917,170000,142.8200000
GAZP,60,20150917,180000,142.8400000
GAZP,60,20150917,190000,142.8000000
GAZP,60,20150918,110000,142.5200000
GAZP,60,20150918,120000,142.5000000
GAZP,60,20150918,130000,142.2000000
GAZP,60,20150918,140000,141.7800000
GAZP,60,20150918,150000,141.6900000
GAZP,60,20150918,160000,140.8300000
GAZP,60,20150918,170000,139.2900000
GAZP,60,20150918,180000,140.9000000
GAZP,60,20150918,190000,139.5000000
GAZP,60,20150921,110000,139.7300000
GAZP,60,20150921,120000,139.9100000
GAZP,60,20150921,130000,140.4400000
GAZP,60,20150921,140000,140.1000000
GAZP,60,20150921,150000,140.3700000
GAZP,60,20150921,160000,140.4900000
GAZP,60,20150921,170000,139.6100000
GAZP,60,20150921,180000,139.1000000
GAZP,60,20150921,190000,139.4500000
GAZP,60,20150922,110000,138.6800000
GAZP,60,20150922,120000,138.0500000
GAZP,60,20150922,130000,138.0700000
GAZP,60,20150922,140000,138.3300000
GAZP,60,20150922,150000,137.9800000
GAZP,60,20150922,160000,137.4100000
GAZP,60,20150922,170000,136.7500000
GAZP,60,20150922,180000,135.8600000
GAZP,60,20150922,190000,136.4000000
GAZP,60,20150923,110000,136.3100000
GAZP,60,20150923,120000,136.1800000
GAZP,60,20150923,130000,135.2800000
GAZP,60,20150923,140000,134.5200000
GAZP,60,20150923,150000,133.8900000
GAZP,60,20150923,160000,134.7200000
GAZP,60,20150923,170000,134.4700000
GAZP,60,20150923,180000,134.6800000
GAZP,60,20150923,190000,134.3000000
GAZP,60,20150924,110000,134.2500000
GAZP,60,20150924,120000,133.8700000
GAZP,60,20150924,130000,133.0400000
GAZP,60,20150924,140000,132.5400000
GAZP,60,20150924,150000,132.0500000
GAZP,60,20150924,160000,133.6000000
GAZP,60,20150924,170000,132.6200000
GAZP,60,20150924,180000,131.7100000
GAZP,60,20150924,190000,132.2000000
GAZP,60,20150925,110000,133.9000000
GAZP,60,20150925,120000,133.4500000
GAZP,60,20150925,130000,134.0200000
GAZP,60,20150925,140000,133.6300000
GAZP,60,20150925,150000,134.1800000
GAZP,60,20150925,160000,133.1000000
GAZP,60,20150925,170000,133.5900000
GAZP,60,20150925,180000,133.3800000
GAZP,60,20150925,190000,133.8500000
GAZP,60,20150928,110000,133.0000000
GAZP,60,20150928,120000,132.9900000
GAZP,60,20150928,130000,132.6200000
GAZP,60,20150928,140000,132.6400000
GAZP,60,20150928,150000,130.8500000
GAZP,60,20150928,160000,131.6300000
GAZP,60,20150928,170000,131.3800000
GAZP,60,20150928,180000,131.4600000
GAZP,60,20150928,190000,130.9000000
GAZP,60,20150929,110000,131.3900000
GAZP,60,20150929,120000,132.7400000
GAZP,60,20150929,130000,133.4700000
GAZP,60,20150929,140000,133.5000000
GAZP,60,20150929,150000,133.1900000
GAZP,60,20150929,160000,133.6900000
GAZP,60,20150929,170000,133.5000000
GAZP,60,20150929,180000,133.3600000
GAZP,60,20150929,190000,133.2000000
GAZP,60,20150930,110000,135.2100000
GAZP,60,20150930,120000,135.5400000
GAZP,60,20150930,130000,135.5500000
GAZP,60,20150930,140000,135.0400000
GAZP,60,20150930,150000,134.8300000
GAZP,60,20150930,160000,135.1200000
GAZP,60,20150930,170000,134.3500000
GAZP,60,20150930,180000,133.7600000
GAZP,60,20150930,190000,134.5500000
GAZP,60,20151001,110000,134.7500000
GAZP,60,20151001,120000,134.4300000
GAZP,60,20151001,130000,134.5600000
GAZP,60,20151001,140000,134.8400000
GAZP,60,20151001,150000,133.5200000
GAZP,60,20151001,160000,132.0900000
GAZP,60,20151001,170000,131.7000000
GAZP,60,20151001,180000,132.1300000
GAZP,60,20151001,190000,132.9000000
GAZP,60,20151002,110000,132.5500000
GAZP,60,20151002,120000,132.0900000
GAZP,60,20151002,130000,132.0300000
GAZP,60,20151002,140000,132.3100000
GAZP,60,20151002,150000,131.9200000
GAZP,60,20151002,160000,131.7100000
GAZP,60,20151002,170000,131.4900000
GAZP,60,20151002,180000,131.5000000
GAZP,60,20151002,190000,131.5000000
GAZP,60,20151005,110000,134.1500000
GAZP,60,20151005,120000,133.7600000
GAZP,60,20151005,130000,134.1700000
GAZP,60,20151005,140000,133.9900000
GAZP,60,20151005,150000,134.9600000
GAZP,60,20151005,160000,135.2000000
GAZP,60,20151005,170000,136.0600000
GAZP,60,20151005,180000,136.1800000
GAZP,60,20151005,190000,136.8000000
GAZP,60,20151006,110000,135.2400000
GAZP,60,20151006,120000,136.4300000
GAZP,60,20151006,130000,136.0000000
GAZP,60,20151006,140000,136.1500000
GAZP,60,20151006,150000,136.4500000
GAZP,60,20151006,160000,137.3500000
GAZP,60,20151006,170000,137.7600000
GAZP,60,20151006,180000,137.0300000
GAZP,60,20151006,190000,137.8700000
GAZP,60,20151007,110000,138.0900000
GAZP,60,20151007,120000,136.9900000
GAZP,60,20151007,130000,137.2000000
GAZP,60,20151007,140000,137.2900000
GAZP,60,20151007,150000,138.6100000
GAZP,60,20151007,160000,138.6600000
GAZP,60,20151007,170000,139.1500000
GAZP,60,20151007,180000,139.4900000
GAZP,60,20151007,190000,140.0000000
GAZP,60,20151008,110000,140.5900000
GAZP,60,20151008,120000,138.7100000
GAZP,60,20151008,130000,138.7800000
GAZP,60,20151008,140000,138.9800000
GAZP,60,20151008,150000,138.9000000
GAZP,60,20151008,160000,139.6100000
GAZP,60,20151008,170000,140.1500000
GAZP,60,20151008,180000,140.2100000
GAZP,60,20151008,190000,139.8000000
GAZP,60,20151009,110000,140.9900000
GAZP,60,20151009,120000,141.9600000
GAZP,60,20151009,130000,142.6500000
GAZP,60,20151009,140000,142.4800000
GAZP,60,20151009,150000,143.8300000
GAZP,60,20151009,160000,144.5900000
GAZP,60,20151009,170000,143.1700000
GAZP,60,20151009,180000,144.7200000
GAZP,60,20151009,190000,143.8100000
GAZP,60,20151012,110000,143.7000000
GAZP,60,20151012,120000,143.2600000
GAZP,60,20151012,130000,142.7500000
GAZP,60,20151012,140000,142.5900000
GAZP,60,20151012,150000,143.3000000
GAZP,60,20151012,160000,142.2900000
GAZP,60,20151012,170000,141.2100000
GAZP,60,20151012,180000,141.0300000
GAZP,60,20151012,190000,141.7000000
GAZP,60,20151013,110000,140.6200000
GAZP,60,20151013,120000,140.0000000
GAZP,60,20151013,130000,139.0100000
GAZP,60,20151013,140000,139.2100000
GAZP,60,20151013,150000,139.4200000
GAZP,60,20151013,160000,139.4800000
GAZP,60,20151013,170000,140.1900000
GAZP,60,20151013,180000,140.9900000
GAZP,60,20151013,190000,141.8000000
GAZP,60,20151014,110000,141.3200000
GAZP,60,20151014,120000,142.0400000
GAZP,60,20151014,130000,142.2200000
GAZP,60,20151014,140000,142.7900000
GAZP,60,20151014,150000,142.8000000
GAZP,60,20151014,160000,142.3900000
GAZP,60,20151014,170000,142.8000000
GAZP,60,20151014,180000,141.6300000
GAZP,60,20151014,190000,142.0100000
GAZP,60,20151015,110000,144.0000000
GAZP,60,20151015,120000,144.0700000
GAZP,60,20151015,130000,143.3700000
GAZP,60,20151015,140000,143.9000000
GAZP,60,20151015,150000,143.4800000
GAZP,60,20151015,160000,143.1500000
GAZP,60,20151015,170000,143.5400000
GAZP,60,20151015,180000,143.5600000
GAZP,60,20151015,190000,142.6100000
GAZP,60,20151016,110000,142.1700000
GAZP,60,20151016,120000,142.1500000
GAZP,60,20151016,130000,141.4200000
GAZP,60,20151016,140000,142.0800000
GAZP,60,20151016,150000,141.9700000
GAZP,60,20151016,160000,142.3000000
GAZP,60,20151016,170000,142.2800000
GAZP,60,20151016,180000,140.7200000
GAZP,60,20151016,190000,141.0000000
GAZP,60,20151019,110000,140.3000000
GAZP,60,20151019,120000,139.9900000
GAZP,60,20151019,130000,139.1400000
GAZP,60,20151019,140000,139.5500000
GAZP,60,20151019,150000,139.7700000
GAZP,60,20151019,160000,139.2800000
GAZP,60,20151019,170000,139.4800000
GAZP,60,20151019,180000,139.9500000
GAZP,60,20151019,190000,140.2700000
GAZP,60,20151020,110000,139.0000000
GAZP,60,20151020,120000,138.7400000
GAZP,60,20151020,130000,139.9400000
GAZP,60,20151020,140000,139.3300000
GAZP,60,20151020,150000,139.8200000
GAZP,60,20151020,160000,139.6400000
GAZP,60,20151020,170000,139.0000000
GAZP,60,20151020,180000,140.3000000
GAZP,60,20151020,190000,140.4000000
GAZP,60,20151021,110000,139.4500000
GAZP,60,20151021,120000,139.0000000
GAZP,60,20151021,130000,139.1200000
GAZP,60,20151021,140000,139.3000000
GAZP,60,20151021,150000,138.6200000
GAZP,60,20151021,160000,139.2000000
GAZP,60,20151021,170000,139.3100000
GAZP,60,20151021,180000,139.3500000
GAZP,60,20151021,190000,139.4900000
GAZP,60,20151022,110000,139.8400000
GAZP,60,20151022,120000,139.9200000
GAZP,60,20151022,130000,139.7100000
GAZP,60,20151022,140000,139.5500000
GAZP,60,20151022,150000,139.8000000
GAZP,60,20151022,160000,139.4800000
GAZP,60,20151022,170000,139.7900000
GAZP,60,20151022,180000,139.1000000
GAZP,60,20151022,190000,139.2500000
GAZP,60,20151023,110000,139.0800000
GAZP,60,20151023,120000,139.3000000
GAZP,60,20151023,130000,138.9900000
GAZP,60,20151023,140000,138.9400000
GAZP,60,20151023,150000,139.9900000
GAZP,60,20151023,160000,139.4700000
GAZP,60,20151023,170000,138.6300000
GAZP,60,20151023,180000,138.7700000
GAZP,60,20151023,190000,138.9400000
GAZP,60,20151026,110000,138.4400000
GAZP,60,20151026,120000,139.7500000
GAZP,60,20151026,130000,139.5500000
GAZP,60,20151026,140000,138.8000000
GAZP,60,20151026,150000,138.6500000
GAZP,60,20151026,160000,138.9000000
GAZP,60,20151026,170000,137.3500000
GAZP,60,20151026,180000,137.4300000
GAZP,60,20151026,190000,138.5000000
GAZP,60,20151027,110000,137.0200000
GAZP,60,20151027,120000,137.1500000
GAZP,60,20151027,130000,136.9900000
GAZP,60,20151027,140000,136.2400000
GAZP,60,20151027,150000,136.2600000
GAZP,60,20151027,160000,136.2700000
GAZP,60,20151027,170000,135.8500000
GAZP,60,20151027,180000,136.5000000
GAZP,60,20151027,190000,138.5000000
GAZP,60,20151028,110000,137.3200000
GAZP,60,20151028,120000,137.5500000
GAZP,60,20151028,130000,136.8100000
GAZP,60,20151028,140000,136.5100000
GAZP,60,20151028,150000,136.3800000
GAZP,60,20151028,160000,135.9800000
GAZP,60,20151028,170000,136.2600000
GAZP,60,20151028,180000,137.6700000
GAZP,60,20151028,190000,138.1000000
GAZP,60,20151029,110000,137.6200000
GAZP,60,20151029,120000,136.3700000
GAZP,60,20151029,130000,136.2900000
GAZP,60,20151029,140000,136.2500000
GAZP,60,20151029,150000,136.5700000
GAZP,60,20151029,160000,136.4600000
GAZP,60,20151029,170000,136.0500000
GAZP,60,20151029,180000,135.9600000
GAZP,60,20151029,190000,136.1100000
GAZP,60,20151030,110000,135.5500000
GAZP,60,20151030,120000,135.3100000
GAZP,60,20151030,130000,136.2000000
GAZP,60,20151030,140000,135.8200000
GAZP,60,20151030,150000,136.2000000
GAZP,60,20151030,160000,136.3500000
GAZP,60,20151030,170000,136.0000000
GAZP,60,20151030,180000,135.7900000
GAZP,60,20151030,190000,135.7500000
GAZP,60,20151102,110000,135.3200000
GAZP,60,20151102,120000,136.5800000
GAZP,60,20151102,130000,136.2100000
GAZP,60,20151102,140000,136.6600000
GAZP,60,20151102,150000,136.6500000
GAZP,60,20151102,160000,136.1800000
GAZP,60,20151102,170000,136.6500000
GAZP,60,20151102,180000,136.9000000
GAZP,60,20151102,190000,137.8000000
GAZP,60,20151103,110000,138.1500000
GAZP,60,20151103,120000,138.2500000
GAZP,60,20151103,130000,138.4500000
GAZP,60,20151103,140000,139.8000000
GAZP,60,20151103,150000,140.8700000
GAZP,60,20151103,160000,140.2800000
GAZP,60,20151103,170000,140.8900000
GAZP,60,20151103,180000,141.3900000
GAZP,60,20151103,190000,141.7500000
GAZP,60,20151105,110000,141.0000000
GAZP,60,20151105,120000,142.3600000
GAZP,60,20151105,130000,142.6200000
GAZP,60,20151105,140000,142.2600000
GAZP,60,20151105,150000,141.8400000
GAZP,60,20151105,160000,141.6400000
GAZP,60,20151105,170000,141.5000000
GAZP,60,20151105,180000,141.0200000
GAZP,60,20151105,190000,140.9700000
GAZP,60,20151106,110000,140.8600000
GAZP,60,20151106,120000,141.9500000
GAZP,60,20151106,130000,141.0200000
GAZP,60,20151106,140000,141.1400000
GAZP,60,20151106,150000,141.1200000
GAZP,60,20151106,160000,140.8200000
GAZP,60,20151106,170000,139.7200000
GAZP,60,20151106,180000,138.5500000
GAZP,60,20151106,190000,137.7500000
GAZP,60,20151109,110000,138.2000000
GAZP,60,20151109,120000,137.1800000
GAZP,60,20151109,130000,137.0800000
GAZP,60,20151109,140000,136.8700000
GAZP,60,20151109,150000,137.5900000
GAZP,60,20151109,160000,137.5000000
GAZP,60,20151109,170000,137.1000000
GAZP,60,20151109,180000,136.5200000
GAZP,60,20151109,190000,136.5000000
GAZP,60,20151110,110000,136.2700000
GAZP,60,20151110,120000,136.2100000
GAZP,60,20151110,130000,135.6100000
GAZP,60,20151110,140000,135.5600000
GAZP,60,20151110,150000,135.7400000
GAZP,60,20151110,160000,136.2900000
GAZP,60,20151110,170000,135.7600000
GAZP,60,20151110,180000,135.6200000
GAZP,60,20151110,190000,135.5800000
GAZP,60,20151111,110000,136.0600000
GAZP,60,20151111,120000,135.9500000
GAZP,60,20151111,130000,136.1100000
GAZP,60,20151111,140000,135.8000000
GAZP,60,20151111,150000,135.7100000
GAZP,60,20151111,160000,135.7300000
GAZP,60,20151111,170000,136.1300000
GAZP,60,20151111,180000,135.9600000
GAZP,60,20151111,190000,135.0000000
GAZP,60,20151112,110000,134.8500000
GAZP,60,20151112,120000,137.6800000
GAZP,60,20151112,130000,137.8000000
GAZP,60,20151112,140000,138.4200000
GAZP,60,20151112,150000,138.1800000
GAZP,60,20151112,160000,137.9700000
GAZP,60,20151112,170000,137.4800000
GAZP,60,20151112,180000,137.1900000
GAZP,60,20151112,190000,136.6000000
GAZP,60,20151113,110000,135.9900000
GAZP,60,20151113,120000,136.3000000
GAZP,60,20151113,130000,136.3500000
GAZP,60,20151113,140000,136.7500000
GAZP,60,20151113,150000,137.2000000
GAZP,60,20151113,160000,136.5900000
GAZP,60,20151113,170000,136.9800000
GAZP,60,20151113,180000,136.7900000
GAZP,60,20151113,190000,136.0000000
GAZP,60,20151116,110000,136.0000000
GAZP,60,20151116,120000,136.1400000
GAZP,60,20151116,130000,136.4000000
GAZP,60,20151116,140000,136.7400000
GAZP,60,20151116,150000,137.7900000
GAZP,60,20151116,160000,138.7400000
GAZP,60,20151116,170000,138.0200000
GAZP,60,20151116,180000,138.4300000
GAZP,60,20151116,190000,137.2100000
GAZP,60,20151117,110000,138.9700000
GAZP,60,20151117,120000,140.1500000
GAZP,60,20151117,130000,142.6200000
GAZP,60,20151117,140000,141.9900000
GAZP,60,20151117,150000,141.8800000
GAZP,60,20151117,160000,142.5800000
GAZP,60,20151117,170000,143.3500000
GAZP,60,20151117,180000,142.9700000
GAZP,60,20151117,190000,142.7500000
GAZP,60,20151118,110000,142.2600000
GAZP,60,20151118,120000,142.9500000
GAZP,60,20151118,130000,144.6700000
GAZP,60,20151118,140000,146.3900000
GAZP,60,20151118,150000,146.3000000
GAZP,60,20151118,160000,146.4300000
GAZP,60,20151118,170000,146.9600000
GAZP,60,20151118,180000,147.3100000
GAZP,60,20151118,190000,147.4700000
GAZP,60,20151119,110000,147.2100000
GAZP,60,20151119,120000,148.4300000
GAZP,60,20151119,130000,148.9900000
GAZP,60,20151119,140000,148.9200000
GAZP,60,20151119,150000,149.1300000
GAZP,60,20151119,160000,147.3200000
GAZP,60,20151119,170000,146.6300000
GAZP,60,20151119,180000,147.5400000
GAZP,60,20151119,190000,147.5000000
GAZP,60,20151120,110000,147.4200000
GAZP,60,20151120,120000,146.8500000
GAZP,60,20151120,130000,146.5500000
GAZP,60,20151120,140000,145.4100000
GAZP,60,20151120,150000,145.3300000
GAZP,60,20151120,160000,145.5200000
GAZP,60,20151120,170000,146.9000000
GAZP,60,20151120,180000,148.2000000
GAZP,60,20151120,190000,148.0500000
GAZP,60,20151123,110000,146.5600000
GAZP,60,20151123,120000,145.9600000
GAZP,60,20151123,130000,147.0500000
GAZP,60,20151123,140000,146.3400000
GAZP,60,20151123,150000,147.8100000
GAZP,60,20151123,160000,149.0400000
GAZP,60,20151123,170000,149.7000000
GAZP,60,20151123,180000,149.8500000
GAZP,60,20151123,190000,152.0000000
GAZP,60,20151124,110000,150.0400000
GAZP,60,20151124,120000,148.8600000
GAZP,60,20151124,130000,150.0600000
GAZP,60,20151124,140000,146.8600000
GAZP,60,20151124,150000,147.1000000
GAZP,60,20151124,160000,146.5500000
GAZP,60,20151124,170000,145.7500000
GAZP,60,20151124,180000,146.2400000
GAZP,60,20151124,190000,145.6500000
GAZP,60,20151125,110000,146.3500000
GAZP,60,20151125,120000,145.0600000
GAZP,60,20151125,130000,142.9400000
GAZP,60,20151125,140000,144.1500000
GAZP,60,20151125,150000,144.2500000
GAZP,60,20151125,160000,144.4700000
GAZP,60,20151125,170000,143.8300000
GAZP,60,20151125,180000,144.1900000
GAZP,60,20151125,190000,143.9900000
GAZP,60,20151126,110000,145.2600000
GAZP,60,20151126,120000,145.2600000
GAZP,60,20151126,130000,145.3000000
GAZP,60,20151126,140000,145.3400000
GAZP,60,20151126,150000,145.3100000
GAZP,60,20151126,160000,144.2300000
GAZP,60,20151126,170000,143.2700000
GAZP,60,20151126,180000,142.1900000
GAZP,60,20151126,190000,143.2000000
GAZP,60,20151127,110000,142.4300000
GAZP,60,20151127,120000,142.7500000
GAZP,60,20151127,130000,141.5700000
GAZP,60,20151127,140000,141.7500000
GAZP,60,20151127,150000,141.1100000
GAZP,60,20151127,160000,141.6000000
GAZP,60,20151127,170000,141.2900000
GAZP,60,20151127,180000,141.3800000
GAZP,60,20151127,190000,140.6500000
GAZP,60,20151130,110000,141.1400000
GAZP,60,20151130,120000,140.7500000
GAZP,60,20151130,130000,140.5000000
GAZP,60,20151130,140000,141.9000000
GAZP,60,20151130,150000,140.8800000
GAZP,60,20151130,160000,140.2100000
GAZP,60,20151130,170000,140.1900000
GAZP,60,20151130,180000,140.4200000
GAZP,60,20151130,190000,138.0000000
GAZP,60,20151201,110000,139.3300000
GAZP,60,20151201,120000,139.1900000
GAZP,60,20151201,130000,138.6000000
GAZP,60,20151201,140000,138.4300000
GAZP,60,20151201,150000,138.3400000
GAZP,60,20151201,160000,138.4500000
GAZP,60,20151201,170000,138.4000000
GAZP,60,20151201,180000,137.1000000
GAZP,60,20151201,190000,137.4200000
GAZP,60,20151202,110000,139.0500000
GAZP,60,20151202,120000,137.8000000
GAZP,60,20151202,130000,137.7500000
GAZP,60,20151202,140000,137.6600000
GAZP,60,20151202,150000,136.5700000
GAZP,60,20151202,160000,136.8200000
GAZP,60,20151202,170000,136.4300000
GAZP,60,20151202,180000,136.4000000
GAZP,60,20151202,190000,136.8500000
GAZP,60,20151203,110000,137.6600000
GAZP,60,20151203,120000,138.0800000
GAZP,60,20151203,130000,138.2200000
GAZP,60,20151203,140000,138.6800000
GAZP,60,20151203,150000,138.6000000
GAZP,60,20151203,160000,139.2000000
GAZP,60,20151203,170000,139.9500000
GAZP,60,20151203,180000,140.1200000
GAZP,60,20151203,190000,140.0000000
GAZP,60,20151204,110000,139.9800000
GAZP,60,20151204,120000,140.1400000
GAZP,60,20151204,130000,141.2200000
GAZP,60,20151204,140000,140.9500000
GAZP,60,20151204,150000,140.4000000
GAZP,60,20151204,160000,140.2200000
GAZP,60,20151204,170000,139.0000000
GAZP,60,20151204,180000,137.1500000
GAZP,60,20151204,190000,137.7000000
GAZP,60,20151207,110000,138.2600000
GAZP,60,20151207,120000,136.9800000
GAZP,60,20151207,130000,135.6200000
GAZP,60,20151207,140000,135.9000000
GAZP,60,20151207,150000,136.5000000
GAZP,60,20151207,160000,136.0800000
GAZP,60,20151207,170000,135.1600000
GAZP,60,20151207,180000,135.2500000
GAZP,60,20151207,190000,134.5000000
GAZP,60,20151208,110000,134.4000000
GAZP,60,20151208,120000,134.1100000
GAZP,60,20151208,130000,134.6200000
GAZP,60,20151208,140000,135.0000000
GAZP,60,20151208,150000,134.7000000
GAZP,60,20151208,160000,134.4500000
GAZP,60,20151208,170000,134.1600000
GAZP,60,20151208,180000,133.9900000
GAZP,60,20151208,190000,134.6500000
GAZP,60,20151209,110000,135.5600000
GAZP,60,20151209,120000,135.7200000
GAZP,60,20151209,130000,135.2000000
GAZP,60,20151209,140000,135.4800000
GAZP,60,20151209,150000,134.8300000
GAZP,60,20151209,160000,134.7400000
GAZP,60,20151209,170000,135.2200000
GAZP,60,20151209,180000,135.7800000
GAZP,60,20151209,190000,135.8100000
GAZP,60,20151210,110000,135.9800000
GAZP,60,20151210,120000,136.5800000
GAZP,60,20151210,130000,136.7700000
GAZP,60,20151210,140000,136.2900000
GAZP,60,20151210,150000,136.6900000
GAZP,60,20151210,160000,136.5700000
GAZP,60,20151210,170000,136.1000000
GAZP,60,20151210,180000,135.4000000
GAZP,60,20151210,190000,135.6000000
GAZP,60,20151211,110000,134.8600000
GAZP,60,20151211,120000,134.1400000
GAZP,60,20151211,130000,133.7900000
GAZP,60,20151211,140000,133.6800000
GAZP,60,20151211,150000,133.8400000
GAZP,60,20151211,160000,133.6700000
GAZP,60,20151211,170000,133.2300000
GAZP,60,20151211,180000,132.8700000
GAZP,60,20151211,190000,133.8000000
GAZP,60,20151214,110000,132.8000000
GAZP,60,20151214,120000,132.1100000
